Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[303]    0.0    0.00    0.00       1         async::task<int>::operator=(async::task<int>&&) [303]
                0.00    0.00       1/1           async::detail::basic_task<int>::operator=(async::detail::basic_task<int>&&) [314]
                0.00    0.00       1/10          std::remove_reference<async::task<int>&>::type&& std::move<async::task<int>&>(async::task<int>&) [77]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[304]    0.0    0.00    0.00       1         async::task<void>::get() [304]
                0.00    0.00       1/1           async::detail::basic_task<void>::get_internal() const [441]
                0.00    0.00       1/58          std::remove_reference<async::detail::ref_count_ptr<async::detail::task_base>&>::type&& std::move<async::detail::ref_count_ptr<async::detail::task_base>&>(async::detail::ref_count_ptr<async::detail::task_base>&) [19]
                0.00    0.00       1/53          async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::ref_count_ptr<async::detail::task_base>&&) [20]
                0.00    0.00       1/39          async::detail::ref_count_ptr<async::detail::task_base>::get() const [21]
                0.00    0.00       1/6           async::detail::fake_void async::detail::task_result_holder<async::detail::fake_void>::get_result<void>(async::task<void> const&) [128]
                0.00    0.00       1/99          async::detail::ref_count_ptr<async::detail::task_base>::~ref_count_ptr() <cycle 1> [14]
                0.00    0.00       1/6           async::detail::fake_void_to_void(async::detail::fake_void) [127]
-----------------------------------------------
                0.00    0.00       1/1           void async::detail::when_all_variadic<0ul, std::tuple<async::task<void>, async::task<int> >, async::task<void>&, async::task<int>&>(async::detail::when_all_state<std::tuple<async::task<void>, async::task<int> > >*, async::task<void>&, async::task<int>&) [365]
[305]    0.0    0.00    0.00       1         async::detail::continuation_traits<async::task<void>, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >::task_type async::task<void>::then<async::detail::inline_scheduler_impl, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >(async::detail::inline_scheduler_impl&, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&) [305]
                0.00    0.00       1/8           std::remove_reference<async::task<void>&>::type&& std::move<async::task<void>&>(async::task<void>&) [102]
                0.00    0.00       1/7           async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&& std::forward<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >(std::remove_reference<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >::type&) [116]
                0.00    0.00       1/1           async::detail::continuation_traits<async::task<void>, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >::task_type async::detail::basic_task<void>::then_internal<async::detail::inline_scheduler_impl, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, async::task<void> >(async::detail::inline_scheduler_impl&, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<void>&&) const [442]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >::operator()(async::task<void>) const [444]
[306]    0.0    0.00    0.00       1         async::task<void>::operator=(async::task<void>&&) [306]
                0.00    0.00       1/8           std::remove_reference<async::task<void>&>::type&& std::move<async::task<void>&>(async::task<void>&) [102]
                0.00    0.00       1/1           async::detail::basic_task<void>::operator=(async::detail::basic_task<void>&&) [315]
-----------------------------------------------
                0.00    0.00       1/1           async::range<int const*> async::make_range<int const*>(int const*, int const*) [281]
[307]    0.0    0.00    0.00       1         async::range<int const*>::range(int const*, int const*) [307]
-----------------------------------------------
                0.00    0.00       1/1           decltype (spawn(async::default_scheduler(), (declval<main::{lambda()#2}>)())) async::spawn<main::{lambda()#2}>(main::{lambda()#2}&&) [310]
[308]    0.0    0.00    0.00       1         async::task<async::detail::remove_task<std::result_of<std::decay<main::{lambda()#2}>::type ()>::type>::type> async::spawn<async::threadpool_scheduler, main::{lambda()#2}>(async::threadpool_scheduler&, std::decay&&) [308]
                0.00    0.00       2/30          async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::task_base*) [26]
                0.00    0.00       2/99          async::detail::ref_count_ptr<async::detail::task_base>::~ref_count_ptr() <cycle 1> [14]
                0.00    0.00       2/7           async::task<int>::internal_task_type* async::detail::get_internal_task<async::task<int> >(async::task<int> const&) [109]
                0.00    0.00       1/6           async::task<int>::task() [123]
                0.00    0.00       1/7           main::{lambda()#2}&& std::forward<main::{lambda()#2}>(std::remove_reference<main::{lambda()#2}>::type&) [118]
                0.00    0.00       1/7           async::detail::task_base::operator new(unsigned long) [113]
                0.00    0.00       1/1           async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>, int>::task_func<{lambda()#2}>({lambda()#2}&&) [423]
                0.00    0.00       1/2           void async::detail::set_internal_task<async::task<int> >(async::task<int>&, async::detail::ref_count_ptr<async::detail::task_base>) [233]
                0.00    0.00       1/14          async::detail::ref_count_base<async::detail::task_base, async::detail::task_base_deleter>::add_ref_unlocked() [55]
                0.00    0.00       1/12          void async::detail::schedule_task<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [62]
-----------------------------------------------
                0.00    0.00       1/1           decltype (spawn(async::default_scheduler(), (declval<main::{lambda()#1}>)())) async::spawn<main::{lambda()#1}>(main::{lambda()#1}&&) [311]
[309]    0.0    0.00    0.00       1         async::task<async::detail::remove_task<std::result_of<std::decay<main::{lambda()#1}>::type ()>::type>::type> async::spawn<async::threadpool_scheduler, main::{lambda()#1}>(async::threadpool_scheduler&, std::decay&&) [309]
                0.00    0.00       2/30          async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::task_base*) [26]
                0.00    0.00       2/99          async::detail::ref_count_ptr<async::detail::task_base>::~ref_count_ptr() <cycle 1> [14]
                0.00    0.00       2/11          async::task<void>::internal_task_type* async::detail::get_internal_task<async::task<void> >(async::task<void> const&) [70]
                0.00    0.00       1/10          async::task<void>::task() [74]
                0.00    0.00       1/7           main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [120]
                0.00    0.00       1/7           async::detail::task_base::operator new(unsigned long) [113]
                0.00    0.00       1/1           async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>, async::detail::fake_void>::task_func<{lambda()#1}>({lambda()#1}&&) [418]
                0.00    0.00       1/4           void async::detail::set_internal_task<async::task<void> >(async::task<void>&, async::detail::ref_count_ptr<async::detail::task_base>) [156]
                0.00    0.00       1/14          async::detail::ref_count_base<async::detail::task_base, async::detail::task_base_deleter>::add_ref_unlocked() [55]
                0.00    0.00       1/12          void async::detail::schedule_task<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [62]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[310]    0.0    0.00    0.00       1         decltype (spawn(async::default_scheduler(), (declval<main::{lambda()#2}>)())) async::spawn<main::{lambda()#2}>(main::{lambda()#2}&&) [310]
                0.00    0.00       1/7           async::default_scheduler() [108]
                0.00    0.00       1/7           main::{lambda()#2}&& std::forward<main::{lambda()#2}>(std::remove_reference<main::{lambda()#2}>::type&) [118]
                0.00    0.00       1/1           async::task<async::detail::remove_task<std::result_of<std::decay<main::{lambda()#2}>::type ()>::type>::type> async::spawn<async::threadpool_scheduler, main::{lambda()#2}>(async::threadpool_scheduler&, std::decay&&) [308]
-----------------------------------------------
                0.00    0.00       1/1           main [8]
[311]    0.0    0.00    0.00       1         decltype (spawn(async::default_scheduler(), (declval<main::{lambda()#1}>)())) async::spawn<main::{lambda()#1}>(main::{lambda()#1}&&) [311]
                0.00    0.00       1/7           main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [120]
                0.00    0.00       1/7           async::default_scheduler() [108]
                0.00    0.00       1/1           async::task<async::detail::remove_task<std::result_of<std::decay<main::{lambda()#1}>::type ()>::type>::type> async::spawn<async::threadpool_scheduler, main::{lambda()#1}>(async::threadpool_scheduler&, std::decay&&) [309]
-----------------------------------------------
                0.00    0.00       1/1           async::task<std::tuple<async::task<void>, async::task<int> > >::task(async::task<std::tuple<async::task<void>, async::task<int> > >&&) [297]
[312]    0.0    0.00    0.00       1         async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >::basic_task(async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >&&) [312]
                0.00    0.00       1/53          async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::ref_count_ptr<async::detail::task_base>&&) [20]
-----------------------------------------------
                0.00    0.00       1/1           async::task<std::tuple<async::task<void>, async::task<int> > >::task() [298]
[313]    0.0    0.00    0.00       1         async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >::basic_task() [313]
                0.00    0.00       1/17          async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr() [36]
-----------------------------------------------
                0.00    0.00       1/1           async::task<int>::operator=(async::task<int>&&) [303]
[314]    0.0    0.00    0.00       1         async::detail::basic_task<int>::operator=(async::detail::basic_task<int>&&) [314]
                0.00    0.00       1/9           async::detail::ref_count_ptr<async::detail::task_base>::operator=(async::detail::ref_count_ptr<async::detail::task_base>&&) [80]
-----------------------------------------------
                0.00    0.00       1/1           async::task<void>::operator=(async::task<void>&&) [306]
[315]    0.0    0.00    0.00       1         async::detail::basic_task<void>::operator=(async::detail::basic_task<void>&&) [315]
                0.00    0.00       1/9           async::detail::ref_count_ptr<async::detail::task_base>::operator=(async::detail::ref_count_ptr<async::detail::task_base>&&) [80]
-----------------------------------------------
                0.00    0.00       1/1           async::task<std::tuple<std::decay<async::task<void>&>::type, std::decay<async::task<int>&>::type> > async::when_all<async::task<void>&, async::task<int>&>(async::task<void>&, async::task<int>&) [434]
[316]    0.0    0.00    0.00       1         async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > >::get_task() [316]
                0.00    0.00       3/18          async::detail::ref_count_ptr<async::detail::task_base>::operator->() const [34]
                0.00    0.00       1/23          async::detail::ref_count_ptr<async::detail::task_base>::operator bool() const [30]
                0.00    0.00       1/1           async::task<std::tuple<async::task<void>, async::task<int> > >::task() [298]
                0.00    0.00       1/1           async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::ref_count_ptr<async::detail::task_base> const&) [336]
                0.00    0.00       1/1           void async::detail::set_internal_task<async::task<std::tuple<async::task<void>, async::task<int> > > >(async::task<std::tuple<async::task<void>, async::task<int> > >&, async::detail::ref_count_ptr<async::detail::task_base>) [364]
                0.00    0.00       1/99          async::detail::ref_count_ptr<async::detail::task_base>::~ref_count_ptr() <cycle 1> [14]
-----------------------------------------------
                0.00    0.00       1/1           async::event_task<std::tuple<async::task<void>, async::task<int> > >::event_task() [275]
[317]    0.0    0.00    0.00       1         async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > >::basic_event() [317]
                0.00    0.00       1/7           async::detail::task_base::operator new(unsigned long) [113]
                0.00    0.00       1/1           async::detail::task_result<std::tuple<async::task<void>, async::task<int> > >::task_result() [334]
                0.00    0.00       1/30          async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::task_base*) [26]
                0.00    0.00       1/18          async::detail::ref_count_ptr<async::detail::task_base>::operator->() const [34]
-----------------------------------------------
                0.00    0.00       1/1           async::event_task<std::tuple<async::task<void>, async::task<int> > >::~event_task() [276]
[318]    0.0    0.00    0.00       1         async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > >::~basic_event() [318]
                0.00    0.00       1/23          async::detail::ref_count_ptr<async::detail::task_base>::operator bool() const [30]
                0.00    0.00       1/1           async::detail::task_base::ready() const [446]
                0.00    0.00       1/18          async::detail::ref_count_ptr<async::detail::task_base>::operator->() const [34]
                0.00    0.00       1/99          async::detail::ref_count_ptr<async::detail::task_base>::~ref_count_ptr() <cycle 1> [14]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>::operator()(async::detail::task_base*) [341]
[319]    0.0    0.00    0.00       1         async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>, void>::destroy_func() [319]
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>::~root_exec_func() [340]
                0.00    0.00       1/2           async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>, void>::get_func() [220]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>, async::detail::fake_void>::task_func<{lambda()#1}>({lambda()#1}&&) [418]
[320]    0.0    0.00    0.00       1         void async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>, void>::init_func<{lambda()#1}>({lambda()#1}&&) [320]
                0.00    0.00       1/7           main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [120]
                0.00    0.00       1/24          operator new(unsigned long, void*) [29]
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>::root_exec_func<{lambda()#1}>({lambda()#1}&&) [339]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, void async::detail::parallel_invoke_internal<0ul, 2ul>::run<async::threadpool_scheduler, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> >(async::threadpool_scheduler&, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> const&)::{lambda()#1}, false>::operator()(async::detail::task_base*) [343]
[321]    0.0    0.00    0.00       1         async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, void async::detail::parallel_invoke_internal<0ul, 2ul>::run<async::threadpool_scheduler, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> >(async::threadpool_scheduler&, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> const&)::{lambda()#1}, false>, void>::destroy_func() [321]
                0.00    0.00       1/2           async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, void async::detail::parallel_invoke_internal<0ul, 2ul>::run<async::threadpool_scheduler, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> >(async::threadpool_scheduler&, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> const&)::{lambda()#1}, false>, void>::get_func() [221]
-----------------------------------------------
                0.00    0.00       1/1           _ZN5async6detail9task_funcINS_20threadpool_schedulerENS0_14root_exec_funcIS2_NS0_9fake_voidEZNS0_24parallel_invoke_internalILm0ELm2EE3runIS2_St5tupleIJOZ4mainEUlvE3_OZ4mainEUlvE4_EEEEvRT_RKT0_EUlvE_Lb0EEES4_EC1IJSJ_EEEDpOT_ [420]
[322]    0.0    0.00    0.00       1         _ZN5async6detail11func_holderINS0_14root_exec_funcINS_20threadpool_schedulerENS0_9fake_voidEZNS0_24parallel_invoke_internalILm0ELm2EE3runIS3_St5tupleIJOZ4mainEUlvE3_OZ4mainEUlvE4_EEEEvRT_RKT0_EUlvE_Lb0EEEvE9init_funcIJSJ_EEEvDpOT_ [322]
                0.00    0.00       1/7           main::{lambda()#6}&& std::forward<void async::detail::parallel_invoke_internal<0ul, 2ul>::run<async::threadpool_scheduler, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> >(async::threadpool_scheduler&, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> const&)::{lambda()#1}>(std::remove_reference<main::{lambda()#6}&&>::type&) [121]
                0.00    0.00       1/24          operator new(unsigned long, void*) [29]
                0.00    0.00       1/1           _ZN5async6detail14root_exec_funcINS_20threadpool_schedulerENS0_9fake_voidEZNS0_24parallel_invoke_internalILm0ELm2EE3runIS2_St5tupleIJOZ4mainEUlvE3_OZ4mainEUlvE4_EEEEvRT_RKT0_EUlvE_Lb0EEC1ISI_EEOSD_ [342]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>::operator()(async::detail::task_base*) [346]
[323]    0.0    0.00    0.00       1         async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>, void>::destroy_func() [323]
                0.00    0.00       1/2           async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>, void>::get_func() [222]
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>::~root_exec_func() [345]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>, int>::task_func<{lambda()#2}>({lambda()#2}&&) [423]
[324]    0.0    0.00    0.00       1         void async::detail::func_holder<async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>, void>::init_func<{lambda()#2}>({lambda()#2}&&) [324]
                0.00    0.00       1/7           main::{lambda()#2}&& std::forward<main::{lambda()#2}>(std::remove_reference<main::{lambda()#2}>::type&) [118]
                0.00    0.00       1/24          operator new(unsigned long, void*) [29]
                0.00    0.00       1/1           async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>::root_exec_func<{lambda()#2}>({lambda()#2}&&) [344]
-----------------------------------------------
                                   1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::operator()(async::detail::task_base*) <cycle 2> [378]
[325]    0.0    0.00    0.00       1         async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::destroy_func() <cycle 2> [325]
                0.00    0.00       1/2           async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::get_func() [223]
                                   1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::~continuation_exec_func() <cycle 2> [377]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::task_func<async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, async::task<int> >(async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<int>&&) [410]
[326]    0.0    0.00    0.00       1         void async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::init_func<async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, async::task<int> >(async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<int>&&) [326]
                0.00    0.00       1/7           async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >&& std::forward<async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > > >(std::remove_reference<async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > > >::type&) [117]
                0.00    0.00       1/13          async::task<int>&& std::forward<async::task<int> >(std::remove_reference<async::task<int> >::type&) [59]
                0.00    0.00       1/24          operator new(unsigned long, void*) [29]
                0.00    0.00       1/1           async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::continuation_exec_func<async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, async::task<int> >(async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<int>&&) [376]
-----------------------------------------------
                                   1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::operator()(async::detail::task_base*) <cycle 2> [381]
[327]    0.0    0.00    0.00       1         async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::destroy_func() <cycle 2> [327]
                0.00    0.00       1/2           async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::get_func() [224]
                                   1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::~continuation_exec_func() <cycle 2> [380]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::task_func<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, async::task<void> >(async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<void>&&) [415]
[328]    0.0    0.00    0.00       1         void async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::init_func<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, async::task<void> >(async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<void>&&) [328]
                0.00    0.00       1/7           async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&& std::forward<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >(std::remove_reference<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >::type&) [116]
                0.00    0.00       1/9           async::task<void>&& std::forward<async::task<void> >(std::remove_reference<async::task<void> >::type&) [84]
                0.00    0.00       1/24          operator new(unsigned long, void*) [29]
                0.00    0.00       1/1           async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::continuation_exec_func<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, async::task<void> >(async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<void>&&) [379]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>::operator()(async::detail::task_base*) [384]
[329]    0.0    0.00    0.00       1         async::detail::func_holder<async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, void>::destroy_func() [329]
                0.00    0.00       1/2           async::detail::func_holder<async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, void>::get_func() [225]
                0.00    0.00       1/1           async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>::~continuation_exec_func() [383]
-----------------------------------------------
                0.00    0.00       1/1           async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, async::detail::fake_void>::task_func<{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, async::task<std::tuple<async::task<void>, async::task<int> > > >({lambda(std::tuple<async::task<void>, async::task<int> >)#4}&&, async::task<std::tuple<async::task<void>, async::task<int> > >&&) [427]
[330]    0.0    0.00    0.00       1         void async::detail::func_holder<async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, void>::init_func<{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, async::task<std::tuple<async::task<void>, async::task<int> > > >({lambda(std::tuple<async::task<void>, async::task<int> >)#4}&&, async::task<std::tuple<async::task<void>, async::task<int> > >&&) [330]
                0.00    0.00       1/8           main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}&& std::forward<main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}>(std::remove_reference<main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}>::type&) [104]
                0.00    0.00       1/4           async::task<std::tuple<async::task<void>, async::task<int> > >&& std::forward<async::task<std::tuple<async::task<void>, async::task<int> > > >(std::remove_reference<async::task<std::tuple<async::task<void>, async::task<int> > > >::type&) [177]
                0.00    0.00       1/24          operator new(unsigned long, void*) [29]
